party,text,clean_text,posted_date,year,name,chamber
D,".
@RepDonBeyer
 says, “The AI caucus was primarily put together to educate the members of Congress and their staffs on what AI is and how its developing .... The new speaker Mike Johnson, I believe it's his intention to stand up this bipartisan working group to make things happen.""",". @RepDonBeyer says, “The AI caucus was primarily put together to educate the members of Congress and their staffs on what AI is and how its developing .... The new speaker Mike Johnson, I believe it's his intention to stand up this bipartisan working group to make things happen.""",2024-02-06 14:09:01.000,2024,"Beyer, Don",House
D,"Generative AI systems like Chat GPT and Midjourney have already begun to play a role in our industries—and our lives. But it's clear that AI is a double-edged sword, carrying with it a broad range of potential harms. 
@SenGaryPeters
 and I are urging 
@USGAO
 to assess these harms.","Generative AI systems like Chat GPT and Midjourney have already begun to play a role in our industries—and our lives. But it's clear that AI is a double-edged sword, carrying with it a broad range of potential harms. @SenGaryPeters and I are urging @USGAO to assess these harms.",2023-06-23 14:57:48.000,2023,"Markey, Edward ",Senate
D,"Today, I introduced legislation that would establish a prize competition at @NSF to help spur greater innovation &amp; research into technologies that can detect deepfakes.

This will expand the tools available to address this growing threat to our democracy.
https://t.co/TR0gcpixot","Today, I introduced legislation that would establish a prize competition at @NSF to help spur greater innovation &amp; research into technologies that can detect deepfakes. This will expand the tools available to address this growing threat to our democracy.",2019-12-19 17:33:17.814,2019,Jennifer Wexton D-VA,House
D,"To ensure protections for our Black and Brown brothers and sisters, Senator @RonWyden and I led a letter to House and Senate leadership urging that any federal dollars used for artificial intelligence during coronavirus are vetted to protect against any algorithm bias. https://t.co/lApw99lchy","To ensure protections for our Black and Brown brothers and sisters, Senator @RonWyden and I led a letter to House and Senate leadership urging that any federal dollars used for artificial intelligence during coronavirus are vetted to protect against any algorithm bias.",2020-05-13 16:08:45.077,2020,Yvette Clarke D-NY,House
R,"I enjoyed speaking at Bernards Township’s Connected Minds, Protected Hearts discussion for strategies for managing youth smartphone and social media use.

I highlighted three key pieces of legislation that are crucial to address these challenges: Healthy Minds for a Better Future Act, Literacy in Future Technologies (LIFT) AI Act, and the AI Labeling Act.

My work in Congress on these initiatives is driven by your voices, your concerns, and the desire to build a safer and more supportive digital landscape.","I enjoyed speaking at Bernards Township’s Connected Minds, Protected Hearts discussion for strategies for managing youth smartphone and social media use. I highlighted three key pieces of legislation that are crucial to address these challenges: Healthy Minds for a Better Future Act, Literacy in Future Technologies (LIFT) AI Act, and the AI Labeling Act. My work in Congress on these initiatives is driven by your voices, your concerns, and the desire to build a safer and more supportive digital landscape.",2024-10-17 14:05:44.000,2024,"Kean, Thomas",House
D,".
@tedlieu
 wants Congress to create a bipartisan commission of experts to help regulate artificial intelligence. 

""We want to allow the technology to innovate & put guardrails up so we can prevent avoidable harms."" 

He says it's especially important to regulate nuclear tech.",". @tedlieu wants Congress to create a bipartisan commission of experts to help regulate artificial intelligence. ""We want to allow the technology to innovate & put guardrails up so we can prevent avoidable harms."" He says it's especially important to regulate nuclear tech.",2023-06-23 04:43:37.000,2023,"Lieu, Ted",House
R,"Congress must act to protect American’s digital privacy, while also making sure that our nation can defend against malicious uses of artificial intelligence like what is occurring in China. Watch my 
@FoxBusiness
 
@TheBigMoneyShow
 clip here:","Congress must act to protect American’s digital privacy, while also making sure that our nation can defend against malicious uses of artificial intelligence like what is occurring in China. Watch my @FoxBusiness @TheBigMoneyShow clip here:",2023-03-31 18:49:53.000,2023,"Obernolte, Jay",House
D,"With new innovations in AI technology, healthcare as we know it is rapidly changing. I’m leading the Digital Health Caucus with 
@RepBalderson
 to identify and study these new developments in patient care.","With new innovations in AI technology, healthcare as we know it is rapidly changing. I’m leading the Digital Health Caucus with @RepBalderson to identify and study these new developments in patient care.",2024-02-13 20:09:00.000,2024,"Kelly, Robin",House
D,"Did you know there are currently no federal standards for identifying AI-generated content? 
 

@SenJohnThune
 and I are calling on the White House to develop tools to authenticate online materials and help American consumers better understand AI-generated content.",Did you know there are currently no federal standards for identifying AI-generated content? @SenJohnThune and I are calling on the White House to develop tools to authenticate online materials and help American consumers better understand AI-generated content.,2023-09-13 16:40:28.000,2023,"Hickenlooper, John ",Senate
R,Industry collaboration is crucial for effective regulation and innovation. Falling behind in AI puts multiple critical industries at risk. Our adversaries are poised to weaponize AI against us. That's why this hearing is paramount. #AI,Industry collaboration is crucial for effective regulation and innovation. Falling behind in AI puts multiple critical industries at risk. Our adversaries are poised to weaponize AI against us. That's why this hearing is paramount. #AI,2024-03-24 18:00:05.000,2024,"Mace, Nancy",House
R,Thanks to the Greater Houston Partnership and the US Chamber of Commerce today for hosting an incredibly important discussion about artificial intelligence. Read more about my views here: https://wsj.com/articles/biden-wants-to-put-artificial-intelligence-on-a-leash-progressive-regulation-45275102…,Thanks to the Greater Houston Partnership and the US Chamber of Commerce today for hosting an incredibly important discussion about artificial intelligence. Read more about my views here:,2024-08-17 01:32:18.000,2024,"Cruz, Ted",Senate
D,"Artificial intelligence, and things like quantum computing are game changers. They have the potential to help us solve pressing global challenges like climate change, hunger, poverty, disease, and are pivotal to our competitiveness for the future.","Artificial intelligence, and things like quantum computing are game changers. They have the potential to help us solve pressing global challenges like climate change, hunger, poverty, disease, and are pivotal to our competitiveness for the future.",2023-08-22 20:45:46.000,2023,"Cantwell, Maria",Senate
D,"The 2024 election cycle is poised to be the first election where AI-generated content is prevalent – a serious problem that demands urgent solutions. Congress must act to regulate generative AI in political ads, and fast.","The 2024 election cycle is poised to be the first election where AI-generated content is prevalent – a serious problem that demands urgent solutions. Congress must act to regulate generative AI in political ads, and fast.",2023-06-26 16:18:20.000,2023,"Clarke, Yvette ",House
